member_id,first_name,last_name,mail,phone_num,membership_date
,Mary,Russell,maryrus@library.com,5351082485,2024-01-25
,Kyle,Becker,kylebec@library.com,5202105309,2020-01-22
,Amber,Brown,amberbro@library.com,5359244776,2024-02-27
,Edward,Jimenez,edwardjim@library.com,5485158160,2020-11-14
,Katie,Davidson,katiedav@library.com,5364151784,2022-03-25
,Lorraine,Reid,lorrainerei@library.com,5143167193,2023-08-09
,Matthew,Reilly,matthewrei@library.com,5515239923,2020-04-11
,Samantha,Davis,samanthadav@library.com,5205658266,2024-01-30
,Michael,Owens,michaelowe@library.com,5263711275,2023-06-12
,James,Molina,jamesmol@library.com,5336404001,2024-10-18
,Scott,Atkins,scottatk@library.com,5459194274,2020-11-30
,Jeffery,Wood,jefferywoo@library.com,5107340664,2021-10-05
,Sherry,Harrison,sherryhar@library.com,5383650033,2021-09-07
,Peter,Turner,petertur@library.com,5037276750,2024-06-25
,Kristen,Gray,kristengra@library.com,5254206906,2023-09-04
,Tracy,Smith,tracysmi@library.com,5455914084,2022-12-20
,Sarah,Knapp,sarahkna@library.com,5353487320,2020-10-16
,Jesus,Lindsey,jesuslin@library.com,5430631016,2020-02-07
,Sandra,Love,sandralov@library.com,5320240576,2022-06-21
,Johnathan,Gutierrez,johnathangut@library.com,5433176397,2021-12-12
,Joshua,Bridges,joshuabri@library.com,5160020774,2020-05-13
,Teresa,Payne,teresapay@library.com,5210822622,2024-11-27
,William,Walls,williamwal@library.com,5530085037,2022-01-31
,Theresa,Garcia,theresagar@library.com,5381017639,2021-08-27
,Patrick,Wells,patrickwel@library.com,5080339183,2021-08-28
,Lisa,Wilson,lisawil@library.com,5175244916,2021-07-10
,Marissa,Mitchell,marissamit@library.com,5451610103,2020-02-09
,Kathryn,Cooke,kathryncoo@library.com,5306975093,2021-03-27
,Kurt,Clements,kurtcle@library.com,5282779239,2024-02-01
,Jim,Shelton,jimshe@library.com,5530452118,2023-08-13
,Jacob,Haynes,jacobhay@library.com,5125271707,2021-08-25
,Edward,Austin,edwardaus@library.com,5501889520,2020-09-03
,Stacey,Wise,staceywis@library.com,5476240762,2024-08-24
,Charles,Bailey,charlesbai@library.com,5490129856,2022-10-12
,Jacqueline,Reed,jacquelineree@library.com,5309132234,2024-07-03
,Kathleen,Chapman,kathleencha@library.com,5121222413,2024-08-25
,Matthew,Clark,matthewcla@library.com,5068214290,2024-06-08
,Julie,Rice,julieric@library.com,5138258664,2020-02-16
,Justin,Miller,justinmil@library.com,5305154302,2024-02-20
,Bonnie,Davis,bonniedav@library.com,5436413929,2021-08-22
,Karina,Peterson,karinapet@library.com,5403242512,2023-07-30
,Yvette,Aguilar,yvetteagu@library.com,5177405174,2023-07-29
,John,Garcia,johngar@library.com,5269891137,2021-10-25
,Yesenia,Cardenas,yeseniacar@library.com,5457420476,2022-04-03
,Brian,Jones,brianjon@library.com,5222922087,2020-12-31
,Scott,Green,scottgre@library.com,5179466838,2024-10-22
,Chad,Kaufman,chadkau@library.com,5355846248,2022-06-17
,Marcus,Harris,marcushar@library.com,5105628523,2022-12-19
,Daniel,Waters,danielwat@library.com,5510865995,2020-02-23
,Brian,Martinez,brianmar@library.com,5136771773,2023-11-24
,Sarah,Fleming,sarahfle@library.com,5152573326,2023-06-04
,Rebecca,Wall,rebeccawal@library.com,5038794142,2024-02-19
,John,Mayer,johnmay@library.com,5238877536,2021-01-16
,Raymond,Turner,raymondtur@library.com,5178942218,2022-09-27
,Javier,Schultz,javiersch@library.com,5249601089,2021-07-13
,Jason,Patterson,jasonpat@library.com,5180386065,2020-12-14
,Brenda,Benson,brendaben@library.com,5401187477,2022-05-24
,Adam,Lewis,adamlew@library.com,5110768113,2024-11-29
,Justin,Ware,justinwar@library.com,5139822855,2023-12-12
,Tara,Alvarado,taraalv@library.com,5308929328,2021-05-12
,Nancy,Curtis,nancycur@library.com,5189729697,2021-10-20
,Angelica,Quinn,angelicaqui@library.com,5131366848,2021-02-07
,Meagan,Lopez,meaganlop@library.com,5449296469,2022-08-24
,Stephen,Anthony,stephenant@library.com,5439680818,2023-05-13
,Rebecca,Rivera,rebeccariv@library.com,5094936984,2021-07-08
,Dakota,Chandler,dakotacha@library.com,5059452277,2020-05-12
,Isaac,Arnold,isaacarn@library.com,5205961878,2023-09-29
,Latoya,Davis,latoyadav@library.com,5060274180,2022-09-30
,Gina,Humphrey,ginahum@library.com,5534021347,2020-05-27
,Donald,Anderson,donaldand@library.com,5398746689,2022-10-09
,Kimberly,Martinez,kimberlymar@library.com,5387146779,2023-01-31
,Samuel,Smith,samuelsmi@library.com,5504926055,2023-11-29
,Jessica,Clark,jessicacla@library.com,5318580714,2020-06-23
,Cindy,Mcdonald,cindymcd@library.com,5104272198,2021-02-20
,Mark,Marshall,markmar@library.com,5354942935,2022-09-08
,Kristen,Smith,kristensmi@library.com,5282180932,2021-12-14
,Nicholas,Bennett,nicholasben@library.com,5404347315,2020-10-10
,Becky,Lewis,beckylew@library.com,5105298249,2020-06-03
,Margaret,Floyd,margaretflo@library.com,5330197453,2020-06-08
,Erin,Andrade,erinand@library.com,5538714275,2022-12-05
,Ronnie,Jones,ronniejon@library.com,5375472931,2024-12-16
,Scott,Alvarez,scottalv@library.com,5391093833,2024-07-06
,Kimberly,Wong,kimberlywon@library.com,5391230363,2022-11-16
,Jon,Hartman,jonhar@library.com,5071610127,2024-02-12
,Cory,Clarke,corycla@library.com,5368019151,2024-06-03
,Jeffrey,Baker,jeffreybak@library.com,5208803693,2022-08-01
,Jessica,Rojas,jessicaroj@library.com,5301527086,2024-05-07
,Benjamin,Bass,benjaminbas@library.com,5233524995,2021-02-07
,Douglas,Mccarthy,douglasmcc@library.com,5399817601,2021-08-27
,Jessica,Huang,jessicahua@library.com,5250726390,2021-08-19
,Joanna,Johnson,joannajoh@library.com,5208494024,2023-05-01
,Benjamin,Miller,benjaminmil@library.com,5181600975,2024-08-31
,Daniel,Harding,danielhar@library.com,5133498824,2020-04-05
,Richard,Bennett,richardben@library.com,5040961695,2022-03-01
,Benjamin,Joyce,benjaminjoy@library.com,5262352076,2024-04-11
,Samantha,Holloway,samanthahol@library.com,5046166593,2021-02-18
,Brooke,Bush,brookebus@library.com,5354088171,2020-06-05
,Valerie,Irwin,valerieirw@library.com,5265384078,2020-04-22
,Christopher,Patterson,christopherpat@library.com,5220723383,2021-11-15
,Rose,Kelly,rosekel@library.com,5048219202,2021-09-14
,Jeremy,Smith,jeremysmi@library.com,5424925624,2022-12-24
,Mike,Burke,mikebur@library.com,5139976602,2022-11-23
,Elizabeth,Miller,elizabethmil@library.com,5351047760,2021-05-31
,Carl,Lee,carllee@library.com,5212106424,2024-05-12
,Jennifer,Sampson,jennifersam@library.com,5157642184,2021-08-14
,Laura,Sexton,laurasex@library.com,5273207038,2020-07-06
,Steve,Curry,stevecur@library.com,5178533783,2024-02-24
,Daniel,Thomas,danieltho@library.com,5424360423,2024-08-22
,Jeffrey,Kane,jeffreykan@library.com,5431585392,2022-08-18
,Robert,Campbell,robertcam@library.com,5088030951,2020-08-07
,Warren,Barnett,warrenbar@library.com,5424949266,2020-09-15
,Nichole,Oneill,nicholeone@library.com,5536394963,2021-05-19
,Jeffrey,Abbott,jeffreyabb@library.com,5309249306,2022-07-13
,Dana,Taylor,danatay@library.com,5184818399,2023-06-03
,Rebecca,Robinson,rebeccarob@library.com,5263979595,2023-08-02
,Matthew,Yang,matthewyan@library.com,5535915577,2022-08-12
,Alexis,Cooper,alexiscoo@library.com,5400296394,2023-09-13
,Megan,Frazier,meganfra@library.com,5504455370,2024-02-11
,Angela,Richardson,angelaric@library.com,5503305777,2020-11-20
,Amy,Mathews,amymat@library.com,5415646666,2022-09-28
,Jonathan,Smith,jonathansmi@library.com,5190266344,2024-04-24
,Philip,Harris,philiphar@library.com,5382841089,2023-12-26
,Nathan,Robinson,nathanrob@library.com,5490713830,2020-01-15
,Heather,Burton,heatherbur@library.com,5197015246,2024-01-27
,Heather,Henderson,heatherhen@library.com,5205204501,2024-11-28
